Bahnaric,Vietnamese,pos,theme
pơtŏ,ngu dốt,t.,ill
pơtŏk,bị bỏng,đt.,body
pơtŏk,bỏng,t.,body
pơtũch,xúi giục,đ.,time
pơtơl,lên cơn  ,t.,food
pơtơm,bất đầu,dtđv.,body
pơtơm,bắt đầu,đ.,animal
pơtơm,nảy,đ.,place
pơtơm,ra,đ.,body
gach,gạch,d.,animal
rek,gạch,d.,time
pơtơmlek,kết,đ.,food
pơtơn,ngữ điện trong ngôn ngữ khi nói hay đọc,đt.,ill
pơtơn,thuốc giục giúp đẻ sau,cpl.,ill
gat,gạch,d.,food
pơtơng,viễn thị,đ.,food
pơtơnh,hước,dtđv.,animal
pơtơ̆ng,báo,đ.,food
gŏch,gạch,d.,animal
pơtơ̆p,bày,đ.,food
pơtơ̆p,chỉ,trt.,animal
pơtơ̆p,dạy,đ.,ill
pơtơ̆p,dạy dỗ,đ.,ill
pơtơ̆p,tập,đ.,animal
pơtẽ,quan hệ tình dục,đt.,body
pơtẽm,dán,đ.,food
pơtẽng,một ngọt,đt.,body
pơtẽnh,hối thúc,đ.,animal
pơtẽp,sát gần,st.,time
pơtễ,nhão,t.,animal
pơtố,hâm nóng,đ.,time
pơtố,ngu đốt,trt.,food
pơtổt,chắn lại đi,d.,ill
pơtỗ,làm phấn khởi,dtr.,animal
pơtỡng,báo tin,đ.,ill
pơtỡng,lưới bắt dơi,dtr.,time
pơtỡng 'dak,chặn nước lại,lt.,place
pơtữl,làm cho tà,trt.,ill
pơu brẽk,tung tàn lửa lên,d.,time
pơu pao,tiếng nổ lốp đốp của lồ ô,t.,place
pơuh,hôi,t.,animal
pơuh,mạnh,t.,body
gat gah ala,gạch dưới,d.,animal
pơuh,phình,đ.,food
pơuh,phình ra,dtđv.,place
pơvvil,làm không nhận ra,trt.,body
pơvvẽch,rẽ sang đường,d.,time
pơvvẽch măt,diễn xiếc ,trt.,time
pơvvẽnh,vắt,đ.,ill
chơla,gai,d.,body
pơwao,giải thích rõ,lt.,ill
pơwat,vạch rộng ra,Th.,place
pơwat ơn,làm gấp rút,thđ.,place
pơweh,nói cạnh,đ.,time
pơweh,rẽ sang đường,thđ.,body
pơwih,lải,lt.,time
pơwing,làm nước đứng yên,cpl.,ill
pơwơch,làm nhớ nhung,cpl.,ill
pơwẽ,làm cong,d.,body
pơwỉt,cứ vòng lại chỗ cũ,trt.,animal
pơwỡr,làm cho quay,dtđv.,animal
hranh,gai,d.,animal
pơxa,thanh giật để chỉ khít lại với nhau khi dệt vải,t.,time
pơxak,bị sướt,đt.,food
pơxang,thức hiện,d.,food
pơxao,hợp,đ.,place
pơxap,làm lạt,trđt,place
jla,gai,d.,time
jơla,gai,d.,time
jơla kram,gai,d.,body
pơxem,cây bứa lá nhỏ,d.,time
pơxen,hà tiện,đ.,time
pơxen,keo kiệt,t.,place
pơxin,làm cho chín,trđt,place
pơxin,làm cho chín ,lt.,ill
pơxir,làm cho kín lại,dtđv.,time
drăkan,gái,d.,ill
pơxit,một loại song mây,st.,animal
pơxoai,làm cho mê muội,Th.,food
pơxoch,phong phụ,lt.,ill
pơxoh,làm phấn khởi,t.,ill
pơxre,làm cho mắc nợ,d.,food
pơxrei,bệnh sởi,trt.,animal
pơxrep,họp mặt,đ.,place
pơxrep,kín,t.,time
pơxroi,trả góp,đ.,place
pơxrong,giữ gìn nguyên vẹn,thđ.,time
pơxruh,cắt bớt,đ.,animal
pơxruh,hạ thấp xuống,đt.,body
pơxruh,khiêm tốn,t.,body
pơxrôp,ăn mặc đẹp,trđt,time
drăkăn,gái,d.,ill
pơxrăm,bổng,t.,time
pơxrăm,học,đ.,body
pơxrăm,học hành,đ.,ill
pơxrăp,làm cho thỏa mãn,thđ.,ill
pơxrơ,làm cản trở,dtđv.,animal
pơxrơi,bệnh sởi,st.,animal
pơxrẽng,phơi khô ráo,Th.,animal
pơxrổp,mặc quần áo cho,Th.,body
pơxrở,làm cho cạn,d.,animal
pơxrỡng,gây ồn ào,st.,time
pơxuh,chơi đùa,đ.,animal
pơxur,thúc đẩy,đ.,animal
pơxuỡt pơxuăt,đi đi lại lại  ,trđt,food
pơxô,ưh tiên,dtđv.,food
pơxõ,khuyên thích,st.,animal
pơxõ,rủ nhau,dtr.,ill
pơxõm,quen nhau,trt.,place
pơxă,làm cho rộng thêm,Th.,ill
pơxă,xác mình,đt.,ill
pơxăn,làm cho nát vừa,st.,animal
pơxăr,vu oan,đ.,body
drơ̆kăn,gái,d.,ill
pơxĭt,hỏi,đ.,body
kơdiŏng,gái,d.,ill
pơxũt,tự hạ,dtr.,body
pơxơr,làm ghê tởm,t.,food
pơxẽm,đút cho ăn,lt.,time
pơxẽnh,gây chuyện,đ.,place
pơxền,xích lại gần,cpl.,time
pơxổn,kiên troì cháu đựng,d.,food
drŏ kăn,gái,d.,time
pơxỗ,làm cho sạch,d.,ill
pơxữ,di lại của cải thừa kế,cpl.,body
pơya,dưa leo,đ.,ill
pơyah,ghê tởm,đ.,ill
drŏkăn,gái,d.,time
pơyah,mổ lấy ruột vật,Th.,body
pơyah,tiếng ghê tởm,t.,body
kăn,gái,d.,time
tơpă,gái,d.,place
diong,gái,d.,animal
kon kơdiŏng,gái,d.,food
gam,gam,d.,place
ôr tơ ke`ch,gầm thét,d.,ill
pơyat,bạnh,đ.,animal
pơyat,bạnh ra,trt.,food
pơyat,đi đi lại lại,t.,animal
ôr tơ kĕch,gầm thét,d.,animal
pơyoch,làm cho người khác vi phạm,thđ.,body
pơyoch,vấp,đ.,body
pơyom,bắt phải để,d.,ill
khin,gan,d.,food
pơyong,tặng cho nhau,d.,place
pơyuh,nấu sôi,đt.,animal
pơyuh,xông hơi,đ.,food
pơyuơ,làm cho có ích,lt.,animal
pơyêr,gây nguy hiểm,Th.,time
pơyêr,nguy,t.,ill
khĭn,gan,d.,food
klơm,gan,d.,ill
pơyôn,ngất đi,trđt,place
pơyăm,giảm bớt,đ.,food
pơyăm,giảm bớt ,trt.,body
pơyũm,nói tóm lại,cpl.,animal
pơyũp,kết hợp,đ.,time
pơyũt,làm quen,đ.,ill
pơyŭm,lại,trt.,food
pơyưp,che rợp,st.,place
pơyẽ,làm nhỏ lại,dtđv.,body
pơyẽng,phải làm,đt.,ill
pơyỡng,tiễu tiện,dtđv.,animal
pơíik,trêu ghẹo,đ.,body
nưih,gan,d.,time
plei gơ̆l,gan,d.,food
pơđam,nói,đ.,food
pơđam ăn,bảo,đ.,ill
pơđep,bắt buộc,đ.,animal
pơđep,nạt,đ.,body
pơđêch,cố,đ.,body
pơđêch adrin,cố,đ.,time
pơđôr,phình ra,thđ.,ill
pơđă,đố,đ.,body
tơbrũt,gan,d.,place
pơđăm,sáu,st.,food
pơđăr,ào,đ.,ill
kơ,gan,d.,food
pơđơng,cuốn trôi,đ.,time
pơĩi,làm đổi công,cpl.,body
mih,gan,d.,time
pơ̆k,ngã,đ.,place
pơ̆ma,nói,đ.,body
pơ̆n,dám,đ.,food
pơ̆ng,nêm,đ.,ill
pơ̆ng,đóng,đ.,place
pơ̆ng 'long klong,đóng nêm,đt.,food
pơ̆ng kơ nêm,đóng nêm,trđt,ill
pơ̆ng kơ đinh,đóng đinh,đ.,time
pơ’lũt,nài ép,đ.,food
pơ’nhô,ưu đãi,đ.,food
pắt,tắt,đ.,time
pổn,dám,đ.,time
pổn,ốm nằm trên giường,t.,body
pổng,đóng,đ.,food
pổỉ,bớt đen trên da,trt.,animal
pờ,năn nỉ,đ.,food
pởng,từ,Gt.,animal
pỡch,chặt phứt,Th.,body
pỡr yỡr,chạy một mạch,t.,body
pợjĭl,húc nhau,st.,time
pợtrêu pơtrao,thưa  ,dtr.,ill
pụh,rẫy cũ,Th.,body
pữk,ngã,đ.,animal
pữlpăl,rối chằng chịt ,dtr.,ill
quy,quy,đ.,time
ra,hườm,đ.,animal
ra,ra,đ.,body
ra,rađio,dtđv.,body
ra,rađiô,đ.,animal
ra,thúc  báo hiệu,trt.,time
ra,thúc báo hiệu,thđ.,body
nuih,gan,d.,animal
rach,gáy,đ.,time
radê,dân tộc ê đê ,đt.,time
rah,mổ bụng,t.,food
rah,rài,lt.,time
rah,vừa,trt.,food
rah,ăn,đ.,ill
rah,đầy,t.,animal
rah kơ,trả dần,trt.,body
rah kơ,trả dần   ,đt.,time
rah rơnh,cảm,đ.,time
rah rỉng,theo nhịp điệu ,cpl.,place
rai,càng,trt.,ill
rai,cứ,trt.,ill
rai,gieo,đ.,body
rai,quãi,thđ.,time
hoan,gân,d.,body
rai,vãi,đ.,animal
raih,bày ra,trđt,place
raih,choe,dtđv.,body
raih,cố gắng,đ.,ill
raih,dàn ra,dtr.,food
raih,mổ,đ.,time
raih,tiền lãi,lt.,ill
huan,gân,d.,time
ram,cải,đ.,ill
ram,hóa,đ.,body
ram,rẫy mới,d.,body
ram,vật,đ.,food
rang,bông hoa,dtđv.,place
rang,chũm,đ.,place
huan,gân tay,d.,time
hơđa,gang,d.,animal
tơ̆t,găng,d.,place
chơđa,gang tay,d.,place
rang ja,cây sa nhân,thđ.,food
rang reh,lỗ nhỏ chưa ở vách,đt.,ill
hơ'da,gang tay,d.,place
rang rẽl,cây đậu khấn,st.,time
rang trol,hoa bằng lăng,trt.,time
rang trôl,hoa bằng lăng,dtr.,animal
hơda,gang tay,d.,place
rang ẽch,bông hoa chuối bằng le,st.,body
sơđa,gang tay,d.,time
ranh,căng sữa,đ.,place
ranopkău,tàu cau,trt.,time
rao,thông báo,đ.,food
rap,lót,đ.,food
rau,không,trt.,animal
rau mơmou,biến mất một cách đột ngột,st.,place
rcrmo,bỏ,đ.,food
rd'ding rd'dang,tiếng rầm vật lớn đổ ngã,t.,animal
rd'dut rơ'đat,lúc nha lúc nhúc,đ.,food
rd'mei,rách rưới,đ.,body
rd'müt,bậm,đ.,time
rd'nhai,tươm,đ.,time
rd'nhen,thót,đ.,ill
rd'nhih,nhầy nhụa,đ.,body
rd'nhui,rách,t.,body
tơ̆t ti,găng tay,d.,animal
rdmei,rách rưới,đ.,place
re,cây rừng,trt.,body
re,kêu,đ.,body
re,nẻ,đ.,time
re,vang,đ.,ill
'ba,gạo,d.,food
re,đãi,đ.,ill
rech,chim sẻ,đ.,ill
ba,gạo,d.,ill
reh,gảy đàn,thđ.,body
phe,gạo,d.,place
reh,nhánh nhỏ,đt.,food
tuh,gạo,d.,animal
reh,run,đ.,ill
reh,rẩy,đ.,time
b`a,gạo,d.,place
reh,tấu,đ.,time
praih,gạo,d.,time
reh,xông,đ.,time
reh,đánh,đ.,time
ƀa,gạo,d.,body
phê,gạo,d.,place
rel,cắt sát đất,lt.,animal
ren,rèn,đ.,time
khĭng khŭng,gàu,d.,food
reng,cây trĩ,d.,animal
reng,leng,d.,animal
reng,thêu,đ.,ill
tơnong,gàu,d.,body
reng,đi từ từ,đt.,place
reng deng,tiếng làng keng,thđ.,place
reo,gùi nhỏ,d.,body
reo,gả,đ.,time
rero,do dự,đ.,animal
rerẽk,đen thui,t.,place
ret,chặt khác,thđ.,time
ret,cứa rãnh trước khi cắt,d.,animal
chơ gâu,gấu,d.,body
reu,không con đối,cpl.,time
reu,không đối,st.,place
reu,nhỏ,t.,place
rey,trắc nết,đ.,animal
ri rach,ngày xữa ngày xưa,thđ.,food
rih,dụ,đ.,food
rih rih,run lập cập,dtđv.,food
rim,các,thđ.,body
rim,mỗi,thđ.,ill
rim,những,thđ.,food
chơgơu,gấu,d.,food
chơkơ̆u,gấu,d.,body
ring,liên,cpl.,animal
jơgơu,gấu,d.,food
ring,nhộn,đ.,ill
kơlăp,gấu,d.,ill
ring,đồn,đ.,animal
ring ding,tiếng ầm ầm,st.,animal
ring khing rang khang,ào ào,t.,food
ring rung,chim biồ chào hót báo điểm xấu,trđt,time
ring rông,rất cạp năng  ,st.,time
ring răk,giúp đỡ dẫn nhau,thđ.,body
rip,kêu kéo đòi ăn,Th.,body
riu,thức dậy,đ.,food
tơgâu,gấu,d.,time
riêng,săn,đ.,food
riêng,đi săn,Th.,animal
xit,gấu,d.,body
bo,gấu,d.,place
ro,chảy,đ.,ill
ro,cái gùi,dtđv.,food
ro,gùi đan lỗ thưa,trt.,food
roch,móc ruột,cpl.,animal
roh,một cây,cpl.,animal
roh,rắp,đ.,place
roh,vườn nhỏ,cpl.,place
roi,báo cáo,đ.,food
chơ gơu,gấu,d.,place
roi,kể,đ.,place
chơgơ̆u,gấu,d.,animal
roi,xin,đ.,body
roih,chọe,Th.,body
roih,rốt,đ.,time
roih tơtoih,đất cứng ngắc,thđ.,food
drơi,gấu,d.,food
gơu,gấu,d.,food
rok,dọc theo,dtr.,time
rok,lên đi,t.,place
rok,xung,đ.,animal
lem,gấu,d.,animal
rong,chăm,đ.,place
rong,chăn,đ.,ill
rong,chũm,đ.,body
tơ gơu,gấu,d.,food
rong,kế,đ.,food
rong,lùi,đ.,animal
rong,nuôi,đ.,food
rong,nuôi gương,trt.,place
hơmt,gay,d.,food
krưp,gay,d.,ill
rong răk,nuôi,đ.,place
rot,mua,đ.,place
rowgei,khéo,t.,body
rtf,tiếng nhắc êm dịu,trt.,time
rtf,tơ tập một chỗ,đt.,body
rtf'boch,tụm lại,Th.,food
rtf'joh,tèm lem,đ.,body
'long jra,gậy,d.,thing
rtfwang,ống đựng tên,t.,place
rtfwet,thai chết trong bụng mẹ,dtđv.,time
rtfwin,xanh um,t.,animal
rtôp,vây,đ.,body
ruh,bỏ hoang,đ.,body
jra,gậy,d.,animal
ruh,dạo,đ.,ill
ruh,lấy ra,đ.,body
ruh,rụng,đ.,time
ruh,trụi,t.,ill
ruh rok,úa,đ.,place
rui,săn,đ.,place
rui ra,anh em thông gia,đt.,place
ruih,lấy ra,đ.,ill
ruih,rơi,đ.,body
ruih rang,mửa lâm râm,trt.,food
wĕk,gậy,d.,food
rum,làm lẽ,đ.,body
rung,chết sạch,t.,place
rung,say thai,st.,time
rup,bức tượng,trt.,ill
rup,hỉnh,đ.,ill
ruri,lật đật,t.,time
ruyông,phất,đ.,food
ruôh,tháo,đ.,animal
along jra,gậy,d.,body
ruôt,mua,đ.,animal
ruôt,một,st.,ill
ruô̆,siết,đ.,food
ruô̆ al,siết,đ.,place
râu,tránh móc,t.,food
rêk,kiến bò nhiều trên đường,d.,body
rôh,làm lúa sớm,t.,ill
rôh,vườn nhỏ trồng rau  ,dtr.,food
dol,gậy,d.,ill
rôih,con voi,đt.,food
dra,gậy,d.,time
rôm,gầm nhà sần,trt.,food
gen,gen,d.,place
rông,hỏa,đ.,animal
bũng bung,ghè,d.,time
rông,rông,t.,body
rông jông,rông,t.,ill
drăm,ghè,d.,body
rôp,bắt,đ.,ill
rôp,bắt được một con chùm,dtđv.,food
rôp,chụp,đ.,food
rôp,cán,đ.,ill
rôp,giữ,đ.,food
rôp,tóm,đ.,ill
rôp,đánh,đ.,animal
rôp 'yŏk,chộp,đ.,ill
ge,ghè,d.,food
jơ lam,ghè,d.,time
jơ tuang,ghè,d.,body
dang dŏ,ghế,d.,animal
rõ,kéo,đ.,animal
rõ,quá,trt.,animal
rõ,đâu,đt.,food
rõ,đẹp,t.,body
daydô̆,ghế,d.,ill
rõk rõn,một loại cây thường nấu cháu heo,d.,place
rõl,nóng tính,đ.,animal
rõl,tách hạt,trt.,time
rõm,cặp sừng ,dtđv.,time
rõn,thường,trt.,time
rõn rõn,tiếng xe nổ giòn giã,thđ.,animal
rõng 'ngir,đi đi lại lại,trđt,food
rõt,mua,đ.,body
rök,dọc theo,dtr.,body
rök,hành lớn,lt.,time
rök,một người anh hùng không lỗ,Th.,ill
rök,ớt lớn,Th.,food
rùk,gập,đ.,animal
rùk khũk,chan,đ.,food
rùk khũk,tiếng chan chát đá rơi chạm vào nhau,trđt,food
ră,kể,đ.,food
ră,rất,trt.,ill
ră rël,đầu bạc răng long  ,đt.,place
răh kơ xuk,xẻ,đ.,food
răk,chín,đ.,time
răk,cất giữ,đ.,time
răk,kể lại,đ.,ill
răk,để dành,đ.,time
răm,hư hại,t.,food
răm 'băm,khổ thân  ƀôh,Th.,body
răm 'băm,khổ thân ƀôh,lt.,place
răm leh,khan khổ,t.,place
răn,ngớt,đ.,animal
răng,chết khô,đ.,place
dõ,ghế,d.,place
dăng dŏ,ghế,d.,ill
răp,mất,đ.,body
kơdơ̆,ghế,d.,place
răp,rinh,đ.,time
răp,đề phòng,đ.,time
răp răp,lách,đ.,food
răp răp,tiếng nổ lách tách,đt.,place
rđlũk,ttụ chính của cây nêu,Th.,place
rđmet,sửa đoạn,dtr.,place
rĕk,rách,t.,animal
rĕk,róc,đ.,animal
rĕnh,chóng,t.,animal
rĕnh rê̆,liền,t.,food
rĕnh rê̆,ngay,trđt.,body
tang dŏ,ghế,d.,time
rĭt,côi,đ.,food
rŏ,trí,đ.,food
rŏch,mổ,đ.,time
tangdô̆,ghế,d.,food
rŏl,gỏng,Th.,time
rŏl,hãn,lt.,time
rŏng,lui,đ.,body
rŏng,lại,trt.,animal
rŏng,ngoái,đ.,ill
tangdŏ,ghế,d.,time
rŏng,từ,Gt.,body
rŏt,mua,đ.,time
rũk,lật,đ.,food
rũk,lộn,đ.,ill
rũng dũng,tiếng cây to đổ,cpl.,ill
rũng khũng,tiếng lăn lăn hòm,thđ.,ill
rŭih,rơi,đ.,animal
tăng dõ,ghế,d.,body
rơ,cái,dtđv.,place
rơ,cái cưa,Th.,place
rơ,cái rưa,Th.,time
rơ,cây sao,trt.,time
yong,ghế,d.,time
rơ,dịu,t.,food
rơ,ghê,đ.,animal
rơ,giỏ lác đựng cơm,cpl.,animal
rơ,gầm rống,cpl.,animal
rơ,hay khóc,Th.,animal
rơ,hoàng,đ.,animal
rơ,hòa,đ.,time
rơ,hối hả,t.,place
rơ,khiếp vía,t.,animal
rơ,khóc hu hu,dtr.,animal
rơ,khô giòn,t.,place
rơ,làm hối hả,lt.,place
rơ,làm theo cơm xúc tự nhiên,dtđv.,place
rơ,lác,t.,place
dŏ,ghế,d.,food
rơ,một loại cây sao hắng,cpl.,place
rơ,nhiều,t.,food
rơ,nhiều vô số kể,lt.,ill
rơ,nên thân,đ.,place
rơ,nứt nẻ đất,dtr.,body
rơ,quyến luyến,đ.,ill
rơ,quá nhiều,cpl.,body
rơ,rưa,t.,animal
rơ,rộng,t.,body
giông hơ oei,ghế,d.,time
giơng hơ oei,ghế,d.,animal
rơ,tiếng bàn tán rì rầm,dtđv.,place
rơ,tiếng kêu ơi ới ,lt.,place
rơ,tiếng nhạc êm tai của dàn nhạc chuyển động bằng nước,lt.,animal
rơ,tiếng xe,dtđv.,place
rơ,tức bụng,t.,body
rơ,vã,đ.,ill
rơ,vô số,thđ.,place
giơng oei,ghế,d.,place
rơ,ê ẩm,đ.,place
rơ,ít ỏi,t.,time
rơ,đu,đ.,animal
gyơng hơoei,ghế,d.,animal
rơ,ấp a ấp úng,đ.,animal
rơ ba,xoa,đ.,ill
rơ bơ̆,xoa,đ.,body
rơ dai,rèn,đ.,place
rơ duk,điên,t.,food
rơ gây hơ ri,diễn viên hát,t.,time
rơ gây kơ hơ soang,diễn viên múa,trđt,animal
jangdŏ,ghế,d.,animal
tăng do`,ghế,d.,food
rơ heng,im,đ.,food
rơ hoi,lỏng,t.,animal
tăng dŏ,ghế,d.,place
rơ mo hơ kăn,bò cái,trt.,time
ghê,ghế,d.,place
rơ mo tơ no,bò đực,d.,ill
kơ dơ̆ oĕi,ghế,d.,time
rơ na,rêu,đ.,food
rơ neh,đẻ,đ.,ill
rơ nôp kau,tàu cau,st.,ill
rơ nôp toak,tàu dừa,đt.,ill
rơ nôp tuak,trái dừa,t.,time
rơ nôp tuak,tàu dừa,thđ.,ill
rơ pao,vo,đ.,body
rơ tôh,đánh,đ.,place
brôn,ghẻ,d.,food
rơ vá,xoa,đ.,time
rơ wa,xoa,đ.,place
pơrang chŭ,ghẻ,d.,time
rơ wen,què,đ.,place
tơ'bŏch,ghẻ,d.,place
rơ yŭk,điên,t.,food
rơ'băt,mềm,t.,food
rơ'bũch,tập một chỗ,lt.,ill
rơ'bũng,da nhiễm trùng,t.,time
yăng,ghẻ,d.,food
rơ'bơh,vụng về,t.,ill
hle,ghẻ,d.,time
rơ'bễ,hay khóc,đt.,time
rơ'bỗng,mau bể,st.,place
rơ'dũk rơ'dăk,tiếng chân chạy rầm rầm trên sân nhà,dtr.,body
rơ'ja,dẻo,t.,ill
rơ'ja,ngắn tay,cpl.,body
rơ'jih,nhầy nhụa,đ.,time
rơ'jo,bại liệt,t.,place
rơ'leng,rớt xuống,trt.,ill
rơ'lêp rơ'lap,mặt dẹp  ,trđt,animal
rơ'mổk,bất tỉnh,đ.,food
rơ'mỡk,bậm,đ.,place
rơ'ngiăk,lội,đ.,animal
tơ 'boch,ghẻ,d.,ill
rơ'nhei,rách tươm,t.,body
tơ boch,ghẻ,d.,time
rơ'nhut rơ'nhat,vừa kéo vừa giật,d.,food
rơ'nhăk,lội,đ.,place
rơ'nhăk rtf'nhën,nắm tay nhau,Th.,body
rơ'nhơy,rách tươm,t.,place
rơ'nhẽn,dính chặt,dtr.,place
tơ' boch,ghẻ,d.,time
rơ'nẽnh,tay máy,lt.,ill
rơ'đũng rơ'đăng,tiếng súng nổ ầm ầm khắp nơi,t.,body
rơba,ướp,đ.,place
rơbang,chõng,đ.,food
rơbang,cái chõng,Th.,body
đơđik,ghẻ,d.,body
tơbŏch,ghẻ,d.,time
rơbiín,kẽm gai,trt.,time
rơblă rơblũm,khuôn mặt bầu bỉnh và đẹp,dtr.,food
rơblũm,rơblũm,d.,body
rơblễ,rơblă,t.,animal
rơblổ,duyên dáng,t.,body
kơrĕt,ghẻ lở,d.,place
rơbom,đập giập,cpl.,food
rơbong,mương nước,cpl.,place
rơbot,thuộc lòng,đ.,place
dră,gia,d.,animal
đak,gia,d.,ill
rơbâu,ngàn,st.,body
ŭnh,gia,d.,food
'băn,gia,d.,animal
băn,gia,d.,food
rơbăn,đường trang trí trên ge,trt.,body
rơbăng,cái cũi nhốt tù binh,trđt,place
rơbăng,cũi nhốt tù binh,d.,time
rơbăng,thông hơi,đ.,ill
char,gia,d.,ill
rơbăt,mềm,t.,animal
rơbăt,trét,đ.,body
hnam,gia,d.,body
rơbũk,mềm,t.,time
năm,gia,d.,time
rơbơl,ươn,đ.,animal
rơbư rơbơ,cây lấy lá trị đau răng,đt.,ill
rơbưi rơbai,mềm,t.,time
rơbẽk,tả,đ.,ill
rơbổp,ê,đ.,ill
rơch,thưa,đ.,animal
rơchak,rõ ràng mạnh lạc,lt.,place
rơchăm,giòn,t.,ill
rơchăng,thông mình,dtr.,ill
rơchũk rơchăk,chen lấn nhau giành,st.,ill
rơchũk rơchăk,lấn,đ.,ill
rơchỡk rơchăk,nhiều dấu chân chồng chéo lên nhau,thđ.,body
rơcứng,sườn đồi,Th.,food
rơda,cái cầu,đt.,place
pơm,gia,d.,food
sem,gia,d.,place
tơ,gia,d.,time
u`nh,gia,d.,time
rơdak,bẫy chim,t.,food
rơdak,cái bẫy chim,lt.,time
rơdang,phới,đ.,place
rơde,một loại lồ ô,thđ.,ill
rơde,rong dưới sông,t.,time
rơdeng rơdong,tiếng rổn rang,d.,place
rơding rơdang,tiếng chân chạy rầm rầm trên sàn nhà,dtr.,animal
ung,gia,d.,animal
rơdu,chùng,t.,food
rơdu,chùng xuống,cpl.,animal
rơdu,dân tộc êdê ,t.,body
rơdu,dây không căng,cpl.,food
rơdu,lời nói ,đt.,ill
rơdu,tiếng hát,thđ.,food
rơdê,căng sữa ,d.,ill
rơdô rơda,thõng xuống,Th.,place
rơdôp,từ đầu đến chân,Gt.,ill
rơdôp,vật dài sắp theo thứ tự,dtr.,body
rơdăk,mỗi người một việc,Th.,food
rơdũk rơdăk,tiếng trái cây rơi bịch,lt.,ill
rơdũk rơđăk,người hay vật chết dịch liên tiếp,cpl.,food
rơdố,đi đôi,đ.,animal
rơga,đối đá,lt.,time
rơgah,mỗi,thđ.,time
rơgeh,sai trái,t.,food
rơgei,giỏi,t.,animal
rơgep,gắp cho nhau,trđt,time
rơgi,níu kéo dẫn nhau,thđ.,food
ŭng,gia,d.,animal
ưng,gia,d.,animal
rơglok,bướm trán khoang chân,st.,food
gia,gia,d.,body
rơgo,nhuốm,đ.,animal
rơgoh,khác,t.,animal
rơgoh,láng,đ.,place
rơgoh,sạch,t.,animal
rơgoh,sạch sành sanh,đ.,food
rơgoh đĭđăng,sạch sành sanh,đ.,place
rơguăt,gọn gàng,t.,food
rơgì,ốm ròm,d.,place
rơgôn,cột dính lại với nhau,st.,food
rơgôn,âm nhau vật lên,t.,body
rơgôn rơgan,nhiều người đè lên nhau,t.,time
rơgăk,ôm,đ.,body
rơgăk rơgong,xứng đôi vừa lứa,đ.,food
rơgĩil rơglăl,nốt nổi trên da,t.,animal
rơgĩil rơglăl,u nổi trên thân cây,dtđv.,animal
rơgơi,thông minh,t.,ill
rơgẽch,dịch,đ.,place
rơgẽk,có đuôi dài,st.,ill
rơgẽk,vật có đuôi dài và đẹp,Th.,food
rơgẽn,ôm nhau vật lộn,d.,place
rơgổp,hang lớn,dtr.,time
rơh,chọn,đ.,place
rơh,của nhân vật thần thoại,lt.,place
ya,gia,d.,place
rơh,rễ cây,trt.,time
rơh,thoát,đ.,body
rơh,thích,đ.,animal
rơh,ớn,đ.,animal
rơh rơnh,cầm giác ớn lạnh trước khi đau,dtđv.,food
rơhach,sụt,đ.,place
rơhal,niềm nở,t.,food
rơhanh,mượt mà,t.,body
rơhanh,đẹp,t.,place
rơhau,xong xuôi,đ.,food
rơhel,làm mãi không xong,dtr.,time
rơheng,im lặng,t.,time
rơheng,vắng,t.,ill
rơhiak,mỏng tanh,t.,food
rơhih,cười ha hả,đ.,food
rơhing,chỉ than hồng,trđt,food
rơhing,thèm muốn,đ.,time
rơhiỡl rơhiăl,thịt nhiều mỡ,dtđv.,animal
rơhlak,phới,đ.,time
rơhlap,bay,đ.,body
rơhlep,tung,đ.,place
rơhlơk,phâ't,trđt,food
rơhlơk rơhlak,phất phới,đ.,ill
rơhnhă,nô,đ.,place
rơhnhăp,nức,đ.,food
rơhoch,buột miệng nói ,lt.,body
rơhoh,nhà bỏ trống,trt.,place
rơhoi,cố gắng,đ.,body
rơhoi,lỏng,t.,ill
rơhoi,rất,trt.,animal
rơhoi,rồng,đ.,time
rơhoi,rộng,t.,animal
rơhok,chỉ lỗ sâu và nhỏ,dtđv.,food
rơhok,xẻo,đ.,food
rơhom,thuận,đ.,time
rơhong,chưng cách thủy,cpl.,body
rơhoy,không có gì hết,đt.,food
jă,giá,d.,body
rơhrũk rơhrăk,tiếng người hay vật chạy thình thịch,Th.,body
rơhrố rơhră,tiếng lửa cháy rào rào,cpl.,food
rơhu,thèm ăn ,t.,food
rơhuay,liệt,đ.,time
rơhuei,la,đ.,place
rơhuei,mệt lã,thđ.,time
rơhui,dềnh,đ.,body
rơhui,thoối hoắc,d.,place
rơhui,vắng vẻ,đ.,food
rơhuăk,dềnh,đ.,ill
rơhuăk rơhueo,chỉ lổ nhỏ li ti,lt.,food
rơhuẽ,tuyệt,đ.,ill
rơhuẽn,lúa gơn sóng trước gió,cpl.,place
rơhuẽn,vời,đ.,place
rơhuổk,dàng,t.,body
rơhuỡk,dành dàng,lt.,body
rơhêm,đỏ rực,t.,animal
rơhíil rơhrăl,nhiều và số kể,Th.,ill
rơhô,sún răng,đ.,animal
rơhôh,mở to ,dtr.,place
rơhôk,rỗng không,t.,body
gro,giá,d.,ill
rơhõi,lộ hàm răng đẹp,t.,ill
rơhă,vui tính,t.,body
găn,giá,d.,ill
rơhău,xui,đ.,food
rơhũng,dàng,t.,body
rơhũng,trái du đủ,dtr.,body
jor,giá,d.,body
rơhơi,lơi lỏng,đ.,food
