tay,viet,pos,theme
oóc noọc,ra ngoài,V,place
oóc tàng,ra đường,V,place
oóc bjoóc,ra hoa,V,
oóc,đẻ,V,
oóc,chảy máu,V,
oóc,"mọc, nẩy chồi",CH,
oóc,sang tháng,V,time
oóc khỉ,đại tiện,M,
oóc neo,tiểu tiện,M,
oóc,hết cũ,V,
Oóc áy,"óc, bộ óc",CH,
Oóc khỉ,đi ỉa,V,
oóc khon,lúa von,N,
Oóc mừa,sau này,N,
Oóc nả,ra mắt,M,
Oóc nả,ra mặt,V,
Oóc neo,"đái, đi đái",CH,
Oóc quyền,múa võ,V,
Oóc rèng,ra sức,V,
Oóc rèng,cố gắng,V,
òi,"yếu, sút sức",CH,
òi,sa sút,M,
ỏi,mía,N,
Chin ỏi,ăn mía,V,
Năm ỏi,trồng mía,V,
ỏi đăm,mía tím,N,
ỏi lương,mía vàng,N,
ói,nhử,M,
ói sloi,bẩn thỉu,M,
ói sloi,bậy bạ,M,
om,cái âu,T,
om thương,âu mật,M,
ỏm,tã,M,
ỏm đếch,tã trẻ,N,
Mí ỏm,giặt tã,V,
óm,rấm,M,
óm cuối,rấm chuối,N,
óm,om,M,
On,khen,V,
On,"ấm, nóng",A,
Mau On,mùa nóng,N,time
ỏn,nũng,M,
ỏn ẻn,nhõng nhẽo,N,
ỏn éo,nũng nịu,N,
ỏn loóc,êm ru,M,
ỏn slim,yên tâm,A,
ỏn toọng,vừa lòng,N,
ỏn toọng,cam lòng,M,
ón,mềm,A,
ón,ngoan,M,
Cò ón,"ngoan, dễ báo",A,
ón,dịu,A,
ón,nhẹ,A,
Phuối ón,nói nhẹ đi,V,
ón,trẻ,A,
ón,non,A,
ón,thiếu,A,
ón,mới,R,
Khẩu ón,lúa mới,N,
ón múp,mềm mại,M,
ón nhỏi,trẻ măng,M,
ỏng mừ,gan bàn tay,N,
ót,cằn cỗi,N,
Đông ót,rừng cằn cỗi,N,
ót,suy thoái,M,
ố,òa,M,
ố hảy,òa khóc,V,
ồ ồ,ồ ồ,N,
ộ lồm,nôn,M,
ổi dồ,ối chà,N,
ội,"cây, quả ổi",T,
ôm,ngậm,M,
ôm pha,sinh đôi,M,
ôm pha,mọc lẫy,V,
ôm pha,tranh ổ,N,
ồm ồm,ầm ầm,M,
ốm,ủ,M,
ốm,om,M,
ốm mảy,om măng,N,
ổn,con dũi,N,
ốp,tiếng chó sủa,N,
ốp,"sủa, đuổi",CH,
Slửa ốt,áo chàm,N,
ốt,cái nút,N,
ốt,"đậy, nút",N,
ốt,đút,M,
ớ,ơ,M,
ợ,"ợ, ựa",CH,
ớ no,à nhỉ,T,
ơi,"hỡi, ơi",I,
Noọng ơi,em ơi,I,
ới,ơi,I,
ơn,nhờ,V,
ơn,công ơn,M,
noóng mót,muốn buồn,V,
Nòi,giống,A,
Nọi,ít,A,
Nọi,kém,A,
Nọi,nhỏ,A,
Nọi,hiếm,A,
Nọi,lẽ,N,
Nọi,trẻ,A,
Nóm,"tơ, trẻ",CH,
Nóm,sơ sinh,M,
Non bủng,non nhảng,M,
Nòn,nằm,V,
Nòn,ngủ,V,
Nòn,lột xác,V,
Non,phù sa,M,
Non,bùn màu,N,
Noòng,"lũ, lụt",CH,
Noòng,mật sôi,V,
Noọng,em,N,
Noọng,cái nhau,N,
Pa,túm,M,
Pa pẩu,củ bấu,N,
Pa péng,giành nhau,V,
Pà,thêm vào,E,
Pà,mang theo,V,
Pà,chửa,M,
Pà,đôi,M,
Phưa pà,bừa đôi,N,
Pả,"bác gái, bá",M,
Pả,"đỡ, chống đỡ",V,
Pả,hơn,A,
Vạn pả,hơn một vạn,M,
Bươn pả,hơn một tháng,M,time
Pả mẹ,bà đưa dâu,V,
Pả na,chị em gái,N,
Pá,"bụi, khóm, bãi",CH,place
pá ỏi,khóm mía,N,
Pá,"bằng, ít dốc",A,
Pá mé,bố mẹ,N,
Pạ,khoác,M,
Pạ bá,khoác vai,V,
Pạ,nương tựa,M,
Pạ,bá,M,
Pác,trăm,M,
Pác,"mồm, miệng",N,
pác tây,miệng túi,N,
Pác,mỏ,N,
pác cáy,mỏ gà,N,
Pác,mũi,N,
pác khêm,mũi kim,N,
Pác,lưỡi,N,
pác pjạ,lưỡi dao,N,
pác thây,lưỡi cày,N,
Pác,cửa,N,place
pác ta,cửa sông,M,place
Pác,đầu,N,
pác tàng,đầu đường,N,place
pác bó,đầu nguồn,N,place
Pác,ngòi,M,
pác bút,ngòi bút,M,
Pác bốc,thuộc lòng,M,
Pác ca,ngàm chống,V,
Pác lào,đong đưa,V,
Pác lốp,pác lai,N,
Pác mạ,ngàm cột,N,
Pác nẩư,nhanh miệng,N,
Pác nọi,ít nói,V,
Pác pi,"chết, mất",V,
Pác tu,giữa cửa,E,place
Pác tu,trước cửa,E,place
Pác van,nói khéo,V,
Pác van,nói ngọt,V,
Pác xó,lỡ lời,V,
Pắc,"giở, lật",V,
Pắc sléc,giở sách,V,
Pắc fà,lật chăn,V,
Pắc,bới,M,
Pắc nhả,bới cỏ,V,
Pắc,rẽ,V,
Pắc phjôm,rẽ đường ngôi,V,
Pảc fàn,phèn chua,N,
Pài,chiều,N,
Tằng pài,buổi chiều,N,time
pài chại,chiều muộn,N,time
Pài,mái,N,
Pài,bài,N,
Tức pài,đánh bài,V,
Pài,bày,V,
Pài chại,chiều muộn,N,
Pài mẹ,mái chính,T,
Pài lừa,khoảt,M,
Pai,bại,M,
Mừ pai,tay bị bại,V,
Pai,"tan, ly tán",CH,
Pai,phung phí,N,
Pai,rợn,M,
Pai pạc,tan nát,V,
Pai pạc,tan tành,V,
Pải,bôi,M,
pải phon,bôi vôi,N,
Pải,quét,V,
pải sơn,quét sơn,V,
Pải,đầm,N,
Pải,chấm,V,
Pál,"què, liệt",CH,
Kha pál,chân liệt,N,
PảI,"vái, lạy",CH,
PảI chỏ,vái tổ,N,
Pại,nện,M,
Pam kha,đi chân đất,V,
Pảm,"dẹt, bẹt",CH,
Hua pảm,đầu bẹt,N,
Pảm pạp,bẹt tòe,N,
pan háng,phiên chợ,N,place
pan cón,lần trước,N,
Pan,"lứa, lớp",N,
Pan,"đập, quật",V,
Pan chang,khoảng giữa,M,
Pan chang,dung hòa,N,
Pan chang,đứng giữa,E,
Pàn,sườn,M,
pàn pù,sườn núi,N,place
Pàn,men,M,
Pàn mạ,quả na dại,N,
pan,lang thang,V,
pan,đi tha phương,V,place
Pan loa,tha phương,M,place
Pan pạc,pan loa,N,
Pản,vản,M,
pản,to,A,
Pản,ủ,M,
Pản lẩu,ủ cơm rượu,N,
Pản choa,xếp bằng,E,
Pản pạp,loe ra,V,
Pản pẹp,bẹt,M,
Pản pốc,bê bết,M,
Pán,cây gai,N,
Bâu pán,lá gai,N,
pẻng pán,bánh gai,N,
Pán,rưỡi,M,
Và pán,sải rưỡi,N,
Pán,nửa,N,
pán và,nửa sải,N,
Pạn,"vướng, mắc",CH,
Pang,"đoàn, đàn",CH,
Pang,giúp,V,
Pang cháu,cứu giúp,M,
Pang choi,giúp đỡ,V,
Pàng,đẽo bằng rìu,N,
Pàng lương,nước vàng,N,
Pảng,cái côn,T,
Pảng báng,báng,M,
Páng,cái đùi,N,
Páng,khoác,M,
páng slửa,khoác áo,V,
Páng,giăng,M,
Páng cổn,mông đít,N,
Páng cúm,"bắp đùi, đùi",N,
Páng páng,lềnh bềnh,M,
Pạng,"bên, phía, mặt",N,
pạng nưa,mặt trên,E,
Pạng,nửa,N,
Pạng đang,nửa người,N,
Pạng đang,góa bụa,N,
Pao,cái ấm,T,
Pao,rau cải bắp,N,
Pao,cái bao,N,
Pao,bao bọc,V,
Pao,trùm,N,
Pao khân,trùm khăn,N,
Pao,chấp,M,
Pao,đảm bảo,V,
Pao fầy,bao diêm,N,
Pao hổm,bao phủ,V,
Pạo,cái bào,T,
Pạo,bào,M,
Pạo,quạt,M,
Pạo khẩu,quạt thóc,N,
Pảo pói,bảo bối,V,
Páo,báo,N,
Páo chỏ,báo tổ tiên,N,
Páo,mách,M,
Pạo,"xô, xô đẩy",V,
Pạo,cuốn,Nc,
Páp,đỗ ván,V,
Pạp,mảnh,M,
pạp mạy,mảnh gỗ,N,
Pạp,miếng,M,
Pạp,tảng,M,
Pạp pạp,bồm bộp,N,
Pát,cái bát,N,
Pát khẩu,bát cơm,N,
Pat,vắt,M,
Pát ủn,bát to,N,
Pạt,"vắt, mắc",V,
Pạt,vén,M,
Pạt,vượt,V,
Pạt,nhảy,V,
Pàu,cây vầu,N,
pay,méo,M,
Xâng pay,cái sàng méo,M,
Pác pay,méo mồm,N,
pay,lệch,M,
Ngàu pay,bóng lệch,N,
Pày,lần,N,
pày nấy,lần này,P,
Pày,từng,P,
Pày cón,lần trước,N,
Pày lăng,lần sau,N,
Páy,chưa,R,
Páy slon,chưa học,V,
Páy mì,chưa có,V,
Pắc,bức,M,
pắc pha,bức vách,N,
Pắc,đoạn,N,
pắc phải,đoạn vải,N,
Pắc,"cắm, đâm",V,
Pắc,lao xuống,V,
Pắc,giắt,M,
Pắc choóc,"dúi, chúi đầu",N,
Pắc pí,chăm chú,M,
Pắc pí,cặm cụi,M,
Pặc,vẫy tay,V,
Pằm,băm,M,
Pằm,chì chiết,N,
Păm lùn,lùn,M,
Păm lăm,lùn tịt,N,
Păn,chia,V,
Păn slam,chia ba,V,
Tò păn,chia nhau,V,
Păn lằm,làm đòng,V,
Pằn,bó,M,
pằn tuấy,bó đuốc,V,
Pằn,pjằn,M,
Pằn,pa,M,
Pằn lằn,vội vàng,A,
Pắn lắn,quấn quýt,V,
Pẳn,vắt,M,
Pẳn,nặn,M,
pẳn pẻng,nặn bánh,N,
Pẳn,nắm,M,
Pẳn,gói,M,
Pắn,vặn,M,
pắn teng,vặn cái đinh,T,
Pắn,quay,V,
pắn lót,quay sợi,V,
Lốc pắn,guồng quay,V,
Pắn pé,xoay tròn,V,
Pắn pé,quanh quẩn,M,
Pắn pé,quay cuồng,V,
Pang,giúp,V,
Pằng,dựa vào,E,
Păng,"bên, họ",CH,
păng lăng,họ ngoại,P,
Păng,phe,M,
Păng nả,họ nội,P,
Păng noọc,người ngoài,E,
Pắp,tẹt,M,
Pắp pính,long lanh,N,
Pặp,cụp,M,
Đăng pặp,mũi cụp,N,
Pặp,úp,V,
Pắt,hạt cườm,N,
Pắt,bắt,V,
pắt cáy,bắt gà,V,
Pắt,ép,V,
Pắt pál,chối từ,E,
Pặt,chộc pặt,N,
Pặt,thốc,M,
Lồm pặt,gió thốc,N,
Pặt,cuốn,Nc,
Nặm pặt,nước cuốn,N,
Pặt pao,thốc giật,V,
Pặt peo,đu đưa,V,
Pâu,đốt,V,
Pâu,mấu,M,
Pâu,"bâu, bu",CH,
Pâu púm,bâu xúm xít,N,
Pầu,lòng,N,
Pầu,đùm vạt áo,N,
Pấu,thổi,V,
pấu fầy,thổi lửa,V,
pấu kén,thổi kèn,V,
Pấu fù,thổi bùa,V,
Pậu,"người ta, họ",P,
Pậu,tôi,P,
Pậu,bạn,N,
Pậu,phò,M,
Pậu,làm bạn,V,
Pây,đi,V,
Pây háng,đi chợ,V,place
Pây bản,đi việc bản,V,
Pây đai,đi mất,V,
Pây lẹo,ra phết,V,
Pây mẹ,đi đời,V,
Pây nả,về sau,E,
Pây nả,tương lai,N,
Pây po,bỏ bố,V,
Pây teo,đi lại,M,
Pây teo,quan hệ,N,time
Pe,đòn tay,N,
pè,"bè, mảng",CH,
pè đâu,bè chở nâu,V,
pè,đầy,A,
Mốc pè,đầy bụng,N,
pè,uất ức,M,
Pử pụt,đầy anh ách,V,
Pe,cái bể,V,
Pé,"bể, biển",CH,place
Nặm pé,nước biển,M,
Péc,dán,V,
Pẹc,nộc pẹc,N,
Pẹc cà,gà gô,N,
Pẻm,"bẹt, bẹp",CH,
Nả pẻm,mặt bẹt,N,
Pẻm pẹp,bẹp dí,N,
Pẻm pẹp,dẹt,M,
Peng,chăm chú,M,
Peng,gắng sức,V,
Peng cò,gân cổ,N,
Pèng,đắt,A,
Pèng,coi trọng,M,
Pẻng,bánh,N,
Hó pẻng,gói bánh,V,
Pẻng,lượng,N,
pẻng ngần,một lượng bạc,N,
pẻng cao,bánh khảo,M,
Pẻng chuầy,bánh giầy,N,
Pẻng đéc,pẻng chuầy,N,
Pẻng đúc,bánh đúc,V,
Pẻng khinh,bánh chè lam,N,
Pẻng pút,bánh bò,N,
Pẻng tảI,bánh dợm,N,
Pẻng tẹ,bánh tẻ,M,
Péng,"kéo, giằng",CH,
Péng péng,lềnh bềnh,M,
Pèo,cái gáo,T,
Pèo,gáo,M,
Pẹp,bẹp,M,
Pét,tám,M,
pét pi,tám năm,M,time
Bươn pét,tháng tám,N,time
Pét,lây,M,
pét pinh,lây bệnh,V,
Pét,"vướng, dính",V,
Pền,nên,C,
pền pây,nên đi,C,
pền chin,nên ăn,C,
Pền,thành,V,
pền slao,thành con gái,V,
Pền,"bị, mắc",V,
pền phung,bị bệnh khớp,V,
pền chác,bị hắc lào,V,
Pền,được,R,
Pền,ra quả,T,
Pền,nào ra nấy,P,
Pền,trở thành,V,
Pền,như,C,
Pền bả,"điên, phát điên",A,
Pền bát,lên nhọt,V,
Pền cáu,như cũ,C,
Pền chặn,lên mắt cá,N,
Pền chèn,quý giá,N,
Pền đác,sa dạ con,V,
Pền đáng,lang ben,N,
Pền khuông,chín mé,N,
Pền mau,tưa lưỡi,N,
Pền nhoóc,ốm,M,
Pền nỉ,mắc nợ,V,
Pền pày,nhân thể,M,
Pền răng,làm sao,X,
Pền rừ,thế nào,X,
Pền rừ,như thế nào,M,
Pền slai,bệnh run tay,N,
Pền tít,lên đinh,V,
Pền xang,lở loét,V,
Pện,như,C,
Pện,thế,P,
Pện cạ,như là,C,
Pện lẹ,thế thì,P,
Pết,vịt,N,
Pết hải,vịt đàn,N,
Pết mạ,vịt bầu,N,
Pết puốn,vịt trời,N,
Pha,con ba ba,N,
Pha,thớt,M,
pha xay,thớt cối xay,N,
Pha,"phên, bức vách",N,
Piếng pha,tấm phên,N,
Puông pha,bức vách,N,
Pha,"vung, nắp",N,
pha mỏ,vung nồi,N,
pha cháo,vung chảo,N,
Pha,pha,V,
Pha lị,bờ giậu,N,
Pha táng,cánh cửa sổ,N,place
Pha tu,cánh cửa,N,place
Phả,mây,N,
phả khao,mây trắng,N,
phả fạ,bầu trời,N,
Phả,bàn,N,
phả kha,bàn chân,M,
Phả,tảng,M,
Phả,sá,M,
phả thây,sá cày,V,
Phá,phá,V,
phá ngục,phá ngục,V,
Phả fạ,đám mây,N,
Phả fạ,bầu trời,N,
Phả kha,bàn chân,M,
Phả mừ,bàn tay,N,
Phá,"bổ, chẻ",V,
Phá,mổ,V,
phá toọng,mổ bụng,V,
Phác,tầm gửi,V,
Phác,gửi,V,
Phạch phạch,phần phật,N,
Phai,"phai, đập",CH,
Phài,một hồi,N,
Phài,"bãi, đám",CH,place
Phải,cây bông,N,
Năm phải,trồng bông,V,
Phải,bông,M,
Phải,vải,N,
phải lài,vải hoa,N,
Tắm phải,dệt vải,V,
Phải muối,bông hột,N,
Phải mừ,vải tự dệt,P,
Phải slút,vải màn,N,
Phál,phân phát,V,
Phạm,phạm,M,
Phan,gọt,M,
Phan,trở,V,
phang,vì,E,
phang kéo,vì kèo,E,
Pháng pháng,lủng lẳng,N,
Pháng pháng,là là,V,
Phẳn,vặn,M,
phẳn lền,vặn thừng,V,
Phẳn,se,M,
Phăng,chôn,V,
Phắng,"bờ, bến nước",N,place
phắng nặm,bến nước,N,place
phắng ta,bờ sông,N,place
Phấc,vực,M,place
phấc vài,vực trâu,N,
Phấu,đàn,Nc,
Phấu,đoàn,N,
Phấy,cây tre,N,
Phe,giáng,M,
Phéc,cây sả,N,
phéc,"vỡ, nẻ, nứt",CH,
Cháo phéc,chảo vỡ,V,
Kha phéc,chân nẻ,N,
phéc,nổ,V,
Slủng phéc,súng nổ,V,
phéc nhác,nứt toác,V,
Phẻn,nông,N,
Chan phẻn,đĩa nông,N,
Phẻn,bè bè,N,
Nả phẻn,mặt bè bè,N,
Phẻn lẹt,trẹt lét,N,
Phẻn nhít,nông choèn,M,
Phén,giẻ,M,
phén khát,giẻ rách,N,
Phén,piếng,M,
Pheng,dưa đỏ,N,
Pheo,phấy,M,
Phẻo,con báo,N,
Phẻo,cái sẹo,N,
Phẻo,tẽ,M,
phẻo bắp,tẽ bắp ngô,N,
Phét,cái vò,T,
Phến,chạy,V,
Phết,cỏ răm,N,
Phết,ớt,M,
Mác phết,quả ớt,N,
Phết,cay,M,
Khinh phết,gừng cay,N,
Phuối phết,nói cho cay,V,
Phết slạt,cay sè,M,
Phết xắng,cay nồng,M,
Phi ma,ma,N,
Phi cáy,ma gà,N,
Phi phất,rầm rập,M,
Phi pjài,ma trẻ con,N,
Phi pjài,ranh con,V,
Phi quý,ma quỷ,N,
Phi ra,ma toi,N,
Phi slang,ma chay,N,
Phí,"nhổ, khạc",CH,
phí nài,nhổ nước bọt,V,
Phí phứt,vi vút,M,
Phí phứt,thoăn thoắt,A,
Phí phjắp,rả rích,N,
Phính,so đọ,V,
Phít,"trệch, trượt",CH,
Phít,vi phạm,V,
Phít,mất lòng,V,
Phiu,tinh,M,
Phiu,cật,M,
Phjooc phiu,lạt cật,N,
Phiu,biểu bì,M,
Năng phiu,biểu bì da,N,
Phja đán,vách đá,N,
Phjác,trán,N,
phjác nháu,trán nhăn,N,
phjác đoóng,trán giô,N,
Phjác,phơi,V,
Phjác phjác,lã chã,N,
Phjác xắp,chau mày,P,
PhjảI,đi bộ,V,
phjảI tàng,đi đường,V,place
phjảI kha,đi bộ,V,
Phjào,"cút, ù té",N,
Phjáo,"vung, vãi",CH,
phjáo đin,vãi đất,N,
Phját phját,soạt soạt,N,
Phjạt lạt,trượt chân,V,
Phjắc,rau,N,
Hang phjắc,nấu rau,V,
Xắt phjắc,thái rau,N,
Phjắc,thức ăn,N,
Phjắc bón,rau ngót rừng,N,
Phjắc bủng,rau muống,M,
Phjắc cát,rau cải,N,
Phjắc chắm,hoa hiên,N,
Phjắc chèn,rau má,N,
Phjắc chì,mùi tàu,N,
Phjắc cút,rau dớn,N,
Phjắc hẻo,củ chóc,N,
Phjắc hom,rau mùi,N,
Phjắc hôm,rau giền,N,
Phjắc lẹp,cây hẹ,N,
Phjắc nhả,rau cỏ,N,
Phjắc mu,rau lợn,N,
phjắc rốt,lá lốt,N,
Phjắc pát,phjắc rốt,N,
Phjắc pjăng,cây mùng tơi,M,
Phjắc phjé,cây nghể,N,
Phjắc slảnh,rau đay,N,
Phjắc slổm,dưa chua,N,
Phjắc tèng,rau tầm bóp,N,
Phjẳm,sâu đá,N,
Phjằng phjằng,tung tóe,V,
Phjằng phjằng,tầm tã,N,
Phjắp,rắc,M,
phjắp ngà,rắc vừng,N,
Phjắp phjép,lất phất,N,
Phjâng,rát,A,
Phjẩng,ong khoái,N,
Phjâu,thui,M,
phjâu ma,thui chó,V,
Phjâu,hun,M,
Phjâu,đốt,V,
Phjấu,con thoi,N,
Phjấu,thấu,M,
Phjây,chim ri,P,
Phjây,ri,P,
Phjây,bé nhỏ,N,
Cần phjây,người bé nhỏ,N,
Phjé,phjắc phjé,N,
Phjé phjé,lem lém,N,
Phjét,sét,N,
Fạ phjét,sét đánh,V,
Phjét,thét,M,
phjét đá,thét mắng,N,
Phjể,miếng,M,
Phjể,"lớp, tảng",CH,
phjể hin,tảng đá,N,
Phjể,tảng,M,
Phjể,phiến,M,
phjể hin,phiến đá,N,
Phjến,tránh,V,
phjến tàng,tránh đường,V,
Phjêng,"bằng, phẳng",M,
Đin phjêng,đất bằng,E,
Phjêng,công bằng,A,
Phjêng lít,phẳng lì,N,
Phjêng phom,san bằng,E,
Phjêng phom,mất tích,V,
Phjêng phứt,phẳng lì,N,
Phjêt,rôm,M,
Phjết phảng,rôm tảng to,N,
Phjoóc,lạt,M,
Phjói,giòn,M,
Phjói,mau,M,
Phjói,nhiều,A,
Phjói phjẹt,giòn tan,V,
Phjồ phjồ,lạo xạo,N,
Phjổ,"sa, thụt",CH,
Phjôm,tóc,N,
phjôm rì,tóc dài,N,
phjôm đăm,tóc đen,N,
Phjốt,chui tọt,V,
Pho,bộ,N,
pho pản,bộ ván,N,
Pho,cỗ,M,
pho pài,cỗ bài,N,
phó,"vỡ, tan",V,
Pát phó,bát vỡ,V,
Phó phéc,vỡ tan tành,V,
Phon,vôi,M,
Má phon,tôi vôi,P,
Phong,fung,M,
Phóng,phòng,N,
Phốc,bở,M,
Mằn phốc,khoai bở,N,
Đin phốc,đất bở,N,
Phốc nhác,bở tơi,N,
Phốc nhác,Sần sùi,M,
phôn,mưa,N,
phôn bưa,mưa bụi,N,
phôn mốn,mưa phùn,N,
Phông,nở,V,
Bjoóc phông,hoa nở,V,
Phông,sinh đẻ,V,
Phông rệch,bù xù,V,
Phồng phàng,thùng thình,N,
Phổng,lao,M,
Phống,tênh,M,
Nẩu phống,nhẹ tênh,M,
Phống Phống,tênh tênh,N,
Phơ,giáng,M,
Phủ,trống choai,M,
Phủ,đực,A,
Phú,đất,N,
Rườn phú,nhà đất,M,place
Phú,bộ,N,
Phú,đạp,V,
Phú,phun,V,
phú nặm,phun nước,V,
Phú phí,"chớm, lác đác",CH,
Phú phí,tang tảng,N,
Phua,chồng,N,
Au phua,lấy chồng,V,
Phua na,chồng kế,N,
Phua mả,chồng con,N,
Phua mjề,vợ chồng,N,
Phúc,cây dọc mùng,M,
Phúc,"buộc, trói",CH,
phúc mạ,buộc ngựa,V,
Phục,cái chiếu,N,
Pjói phục,trải chiếu,V,
Phục,"quỳ, phủ phục",CH,
Phung,"cây, quả mơ",N,
Phung,vá,M,
phung slửa,vá áo,V,
phung tàng,vá đường,V,
Phung,hàn,V,
phung khang,hàn gang,V,
Phùng phàng,lả tả,V,
Phùng phàng,thùng thình,N,
phủng phúng,phúng,M,
Phúng,"gặp, gặp dịp",V,
Phuối,nói,V,
phuối Tày,nói tiếng Tày,Np,
Phuối khốt,nói lơ lớ,V,
Phuối khốt,nói ẩn ý,V,
Phuối mẻng,phuối chởm,N,
Phuối nhăn,nói cạnh khóe,V,
Phuối ón,nói dịu dàng,V,
Phuối ón,nói nhún nhường,V,
Phuối pạt,nói gièm pha,V,
páo sláp,nói thầm,V,
Phuối sláp,nói thầm,V,
Phuối tuyện,nói chuyện,V,
Phuối vẻo,nói châm biếm,V,
Phuốp,bọt,N,
phuốp pác,bọt mép,N,
Phụp,"trượt, trệch",CH,
Quăng phụp,ném trượt,V,
Phụp,bùng,M,
phụp thư,bùng cháy,V,
Phụp phụp,bùng bùng,N,
Phưa,cái bừa,T,
Phưa,bừa,M,
Phưa,bện,M,
Phưa,tết,N,time
Phưa tan,bừa đơn,V,
Phưa pà,bừa đôi,N,
Phứa,dự phòng,V,
Phưn,cây rầm,N,
Phưn,tấm,Nc,
phưn fà,tấm chăn,N,
phưn tẹm,tấm phên,N,
Phưn,bức,M,
phưn man,bức màn,N,
Phứng,chợt,R,
Phước,khoai sọ,N,
Phước hom,khoai hương,N,
Phước nồng,khoai tàu,N,
Phường,phường,N,
Phường,lứa,N,
Tó phường,cùng lứa,N,
phưởng nặm,vại nước,N,place
Phướng lứa,sánh đôi,N,
Phượng vàng,phượng hoàng,N,
Phứt,vụt,M,
phứt len,vụt chạy,V,
Phứt,thình lình,N,
Phứt,bất chợt,M,
Phứt phứt,phưng phức,N,
Phứt phứt,vun vút,M,
Pi,hoa chuối,N,
Pi,năm,M,time
pi mấu,năm mới,N,time
Pi,tuổi,N,
Pi,bắp,N,
pi kha,bắp chân,N,
Pi chai,năm kia,P,time
Pi chủ,năm kìa,N,time
Pi lăng,năm sau,N,time
Pi nả,sang năm,V,time
Pi nẩy,năm nay,P,time
Pi quá,năm ngoái,N,time
Pì,mỡ,M,
pì mu,mỡ lợn,N,
Pì,béo,A,
Pì chông,mỡ khổ,N,
Pì cồn,tạp dề,N,
Pì lả,mỡ lá,N,
Pì nhì,so bì,V,
Pì nhì,ghen tức,N,
Pì phắc,pì lả,N,
Pì slửa,tà áo,N,
Pi,"anh, chị",Nc,
Pi,hơn,A,
Pi á,chị,Nc,
Pi cá,anh,Nc,
Pi lùa,chị dâu,N,
Pi noọng,họ hàng,N,
Pi noọng,bà con,N,
Pi noọng,đồng bào,N,
Pỉ,"so, so sánh",V,
Pỉ,ví,M,
Phuối pỉ,nói ví,V,
Pí,chị,Nc,
Pí kèn,kèn,M,
Pí non,sâu kèn,M,
Píc,cánh,N,
píc cáy,cánh gà,N,
Píc,bức,M,
Đét píc,nắng bức,N,
Píc,ức,M,
Pin,"trèo, leo",CH,
pin lính,leo dốc,V,
Pin piếu,leo trèo,V,
Pỉn,cong lên,V,
Pỉn,"lật, gấp",V,
Pín,vây,V,
pín pja,vây cá,V,
Pín,rìa,M,
pín fà,mép chăn,N,
Pín,tí chút,L,
Pín pác,môi,N,
Pín tha,mí mắt,V,
Pín xu,vành tai,N,
Pinh,con đỉa,N,
Pinh,binh lính,M,
Đồn pinh,đồn binh,M,
Pinh,bệnh,N,
Pền pinh,mắc bệnh,V,
pinh pút,bệnh phổi,N,
Pỉnh,nướng,V,
pỉnh pja,nướng cá,V,
Nựa pỉnh,thịt nướng,V,
Pính lính,bấu víu,M,
Pính lính,quấn quýt,V,
pít,bồ kết,M,
Phắc pít,quả bồ kết,N,
Pja,cá,N,
pja chen,cá rán,N,
pja phặt,cá đẻ,V,
Pja bú,cá bống,M,
Pja cá,cá bò,N,
Pja cài,cá săn sắt,N,
Pja cạo,cá nheo,N,
Pja coòng,cá ngạnh,N,
Pja cốt,cá leo,V,
Pja đúc,cá trê,N,
Pja khao,cá diếc,N,
Pja khẩu,con cân cấn,N,
Pja khính,cá xỉnh,N,
Pja lài,cá chuối,N,
Pja lăn,cá chạch hoa,N,
Pja Liềng,cá xỉnh nhỏ,N,
Pja mjàng,cá mương,N,
Pja mụn,cá thiểu,M,
Pja nuầy,cá chép,V,
Pja pjộc,cá bủng,N,
Pja tất,cá chầy,N,
Pja tôI,cá trôi,V,
Pja vọp,cá mè,N,
Pja xảm,cá mương,N,
Pja xát,chạch trấu,N,
Pjà,bừa ở soi,E,
Pjà,"quờ, vớ",CH,
Pjà,vơ,M,
pjà nhả,vơ cỏ,N,
Pjà,"cào, cấu",CH,
Pjá,trả,V,
pjá cằm,trả lời,V,
Pjá,báo,N,
pjá thù,báo thù,N,
Pjá,đền đáp,V,
Pjạ,dao,N,
Pjạ,"côi, mồ côi",CH,
lục pjạ,con côi,N,
Pjạ,thằng cuội,P,
Pjạ boỏng,dao bầu,N,
Pjạ cắp,dao nhíp,N,
Pjạ cúp,dao rựa,N,
Pjạ kho,dao quắm,N,
Pjạ phay,dao phay,N,
Pjạ sliểm,dao nhọn,N,
Pjạ xính,dao găm,N,
Pjạc,chia tay,V,
Pjạc,rẽ,V,
Pjạc,tách,M,
pjai,ngọn,N,
pjai mạy,ngọn cây,N,
pjai,đỉnh,N,
pjai pù,đỉnh núi,N,place
pjai,cuối,N,
pjai chàn,cuối sàn,N,
pjai,út,A,
Lục pjai,con út,N,
Pjài,yểu,M,
Thai pjài,chết yểu,V,
Pjài,thui,M,
Pjái,"trải, rải",V,
pjái fục,trải chiếu,V,
Pjái,lát,M,
pjái gạch,lát gạch,N,
Pjàm,cháy lém,V,
Pjàm,lan,M,
Pjàn đáng,"vằn, đốm",CH,
Pjản,trầy xước,N,
Pjàng,dối,M,
Phuối pjàng,nói dối,V,
Hết pjàng,làm dối,V,
pjàng slim,dối lòng,N,
Pjàng mjặp,dối trá,N,
Pjạp pjạp,lia lịa,N,
Pját,phá bờ,V,
Pjạt,trượt,M,
Pjăn,"lăn, lật",V,
Pjằn,nổi đóa,M,
Pjằn,lằn,M,
